Gene_ID,AJ1,AJ2,AJ3,AJ4,AJ5,AJ6,,,avg-con,avg-si2
FGD6,6.92584,6.5981,5.99828,6.86343,7.29887,7.70204,,,,
PRKX,3.12307,3.20851,3.00363,3.23387,3.25609,3.54341,,,,
THRB,0.281594,0.27508,0.248195,0.241583,0.318597,0.247033,,,,
TMEM132D,0.00891197,0.017032,0.0291434,0.0344974,0.0368314,0.0273231,,,,
TMBIM1,88.1318,91.7009,95.4446,92.1357,86.6602,87.5536,,,,
CMTM6,34.8948,33.86,35.913,39.5647,42.6612,44.7559,,,,
TOMM40L,4.96323,4.67737,4.68423,5.69454,5.6684,5.36027,,,,
FBXL20,2.18298,1.8859,1.90045,1.78494,1.73833,1.75872,,,,
GABRG2,0,0,0,0,0,0,,,,
KRTAP1-4,0,0,0,0,0,0,,,,
SNORD105,0,0,0,0,0,0,,,,
ATP5G2,146.678,158.412,174.485,155.144,157.418,155.525,,,,
TMEM229A,0,0,0,0,0,0,,,,
OR52A1,0,0,0,0,0,0,,,,
ERMAP,1.70806,1.69421,1.82126,1.72102,1.7953,1.82075,,,,
MBP,29.0249,28.8004,27.3807,27.6562,28.6999,29.7098,,,,
THNSL2,0.0652869,0.0350318,0,0.00984575,0.0757559,0.0160565,,,,
CYB561D1,2.1656,2.22631,1.89637,3.29449,3.43339,3.40363,,,,
RNU6-69P,0,0,0,0,0,0,,,,
P2RY8,0.00205445,0.00196317,0.00895777,0.00216889,0.00212266,0.00809834,,,,
MIR6069,0,0,0,0,0,0,,,,
GTPBP10,3.79094,3.671,3.7155,3.53493,3.89,3.9637,,,,
GCLM,18.4087,18.5173,16.6912,14.5324,16.588,17.2457,,,,
RTN2,8.08266,7.46504,8.34495,9.38075,8.59329,9.27069,,,,
SLC31A2,20.8756,21.3103,22.4446,21.3808,21.8306,22.3932,,,,
LOC100133331,3.1863,2.90185,2.26441,2.49867,2.05464,1.98694,,,,
LOC102467224,0,0,0,0,0,0,,,,
NOL4,0.0192163,0.00553982,0.0126391,0,0.00496244,0.00623001,,,,
ASB17,0,0,0,0,0,0,,,,
FAM120AOS,5.6082,5.8597,5.80296,6.39861,7.08427,6.64647,,,,
TMEM9B-AS1,0.821438,0.766252,0.660894,0.722661,0.646637,0.745252,,,,
APOC1P1,0.272235,0.245687,0.445123,0.319332,0.343778,0.198725,,,,
NID1,0.00291621,0.00278664,0.0031788,0,0,0.00766352,,,,
CSMD2,0,0,0,0,0,0,,,,
TBC1D3H,9.11E-32,1.62E-21,2.92E-55,1.04E-45,5.60E-22,3.70E-43,,,,
PARP15,0.368711,0.487277,0.289512,0.319229,0.322105,0.348135,,,,
COL2A1,0.00708097,0.0033828,0.00385886,0,0,0.00465151,,,,
HMGCS2,0,0,0,0,0,0,,,,
ELP6,16.6332,16.2818,16.3621,16.902,16.6091,15.5728,,,,
SNORD114-18,0,0,0,0,0,0,,,,
NDRG3,22.0489,21.7298,21.18,21.8247,21.5137,21.5893,,,,
CHTF8,32.1726,33.6767,33.2984,33.992,35.478,34.5139,,,,
MUL1,11.6068,12.7558,12.8923,13.8364,14.3161,14.0048,,,,
KDM5C,35.2053,34.7861,33.4414,31.8143,29.1307,30.2983,,,,
FCHO2,8.88675,8.92246,7.92462,7.29246,8.32951,8.51166,,,,
PRICKLE2-AS1,0.00262727,0.0100422,0,0.00832085,0.00814351,0,,,,
ZNF691,4.0436,4.16942,3.72197,3.72648,3.52799,3.75895,,,,
SDK2,0.0110153,0.015037,0.0188685,0.00830636,0.024388,0.00827064,,,,
HMGXB3,22.1576,22.2405,20.3123,21.2817,20.3678,20.9468,,,,
CCDC88B,1.05149,0.996388,0.880202,0.930304,0.743616,0.655055,,,,
HHATL,0.0107221,0,0,0.0113194,0,0,,,,
FSCB,0,0,0,0,0,0,,,,
VGLL3,0.628475,0.488821,0.462022,0.377173,0.389269,0.394756,,,,
TMEM135,4.56369,4.44163,4.54187,4.46672,5.03537,4.92436,,,,
CTSL3P,0,0,0.0200394,0,0,0,,,,
BUB1B,19.7051,19.9289,18.1081,17.011,17.925,17.9201,,,,
GPT,0.364631,0.226009,0.365238,0.2705,0.213824,0.220131,,,,
LOC100507053,0.619868,0.606023,0.464778,0.47283,0.581216,0.447256,,,,
MAGEE2,0,0,0,0,0,0,,,,
OR51A2,0,0,0,0,0,0,,,,
WTAPP1,0,0,0,0.00717377,0,0.00892865,,,,
ANGPTL7,0,0,0,0,0,0,,,,
SLFN12,7.08974,7.19129,6.50765,5.56014,6.17152,6.14546,,,,
S100A8,0,0,0,0,0,0,,,,
INPP1,22.0766,22.0747,22.0002,20.2782,20.2767,20.804,,,,
ZDHHC13,9.30249,10.12,9.05926,9.32598,10.3354,10.9104,,,,
C18orf21,16.5566,14.5832,16.6117,14.4595,14.3325,15.7817,,,,
TXNDC11,9.91041,10.2161,9.92003,9.53368,9.76389,9.89076,,,,
C21orf49,0.0673293,0.0964933,0.0550285,0.0710648,0.0515443,0.0442148,,,,
TLN1,82.7199,85.701,77.2467,68.9813,68.0783,65.0552,,,,
LOC100130298,0,0,0,0,0,0,,,,
FLG2,0.00185604,0,0,0,0,0,,,,
KPNA6,13.9526,13.939,12.6801,13.6573,13.7805,13.6953,,,,
GTF3C2,13.8856,13.7211,13.3375,12.2975,11.9087,11.4004,,,,
SNORD17,2.1119,4.37248,2.68575,2.97272,5.09138,2.77494,,,,
SCYL2,19.4837,19.5587,19.0218,17.2569,18.7736,19.5896,,,,
NBPF13P,0.0204924,0.0391638,0.0574397,0.0370867,0.0423456,0.0230795,,,,
SOX9-AS1,0.252453,0.239267,0.262144,0.329956,0.286873,0.284474,,,,
PGRMC1,43.2241,45.7712,47.1557,45.0374,49.0412,49.631,,,,
SCAMP4,36.6854,36.9475,34.5211,31.3206,28.2276,26.6726,,,,
NOS3,0.328447,0.321509,0.397318,0.3256,0.37246,0.315779,,,,
MST1R,5.355,5.5366,5.24249,4.59201,4.55693,4.52057,,,,
CXorf31,0.10572,0.0505114,0.11524,0.223218,0,0,,,,
MIR3689E,0,0,0,0,0,0,,,,
LIPN,0,0,0,0,0,0,,,,
PCYOX1L,5.00488,5.41658,5.31704,3.7932,4.29583,4.18315,,,,
RPL39,2427.3,2462.21,2850.74,2436.38,2391.22,2394.22,,,,
C12orf54,0,0,0.0528911,0.0256123,0.0250665,0,,,,
WIPF2,14.3826,14.7678,12.593,12.2488,12.5503,12.551,,,,
UBE2QL1,0,0,0,0,0,0,,,,
CCDC27,0,0,0,0,0,0,,,,
ECHDC1,20.8774,22.0381,21.879,21.7625,23.1492,24.0346,,,,
OR1G1,0,0,0,0,0,0,,,,
AKAP12,3.52553,3.44883,2.99108,4.26252,4.50751,4.51788,,,,
ZNF835,0,0,0,0,0,0,,,,
NUBPL,3.37633,3.28993,3.32988,3.40872,3.33254,3.45833,,,,
CNOT10,10.2012,10.6393,10.5841,9.07156,9.48016,8.77364,,,,
LOC100507205,0,0,0,0,0,0,,,,
EPHX1,31.9684,32.0162,32.7007,26.6552,25.3779,23.999,,,,
RNY4,0,0,0,0,0,0,,,,
FAM169A,1.18107,1.26541,1.11117,0.996718,1.11842,1.13057,,,,
BRD7P3,0,0,0,0,0.00758465,0,,,,
ZNF785,0.936084,0.847958,0.527881,0.668337,0.587006,0.774952,,,,
LINC00691,0,0,0,0,0,0,,,,
CCDC148,0.279802,0.369096,0.247576,0.309454,0.275381,0.485852,,,,
KRT10,13.5162,14.2816,14.6586,14.6848,14.018,13.1369,,,,
COX10,8.76164,8.92957,8.80203,8.59971,8.66108,8.5915,,,,
RASSF2,0.180717,0.202984,0.152064,0.277173,0.358946,0.275026,,,,
ZNF503-AS1,0.104211,0.0719765,0.0547366,0.053012,0.0648531,0.111117,,,,
TMEM53,5.28579,5.90222,6.52568,5.50498,5.30174,5.85277,,,,
TEX40,1.14003,1.14826,1.07475,1.20353,1.33705,1.13358,,,,
HIST1H2BB,0.147718,0.635198,0.322039,0.23392,0.457868,0.194095,,,,
QSOX1,201.102,210.751,217.751,220.037,209.04,208.43,,,,
FCGR3A,0,0,0,0.00448394,0,0,,,,
ZNF232,2.86533,2.91549,2.75702,2.52078,2.69548,2.9515,,,,
NAT10,18.0659,18.3573,17.9699,16.9135,16.3646,16.479,,,,
ZNF674-AS1,3.43545,3.1484,3.45673,2.88885,2.59827,2.82266,,,,
MIR339,0,0,0,0,0,0,,,,
RAD51,7.46324,8.18527,7.78765,6.39746,6.68054,6.29486,,,,
CRTC1,2.7249,2.70832,2.51986,2.7692,2.4376,2.44619,,,,
DDX23,22.208,22.6009,21.3667,23.6163,23.8727,23.1907,,,,
XPNPEP3,2.45094,2.15624,2.14552,2.31676,2.11468,2.15717,,,,
KRIT1,10.283,9.91244,9.06321,8.68816,9.14176,8.72581,,,,
AURKB,60.5197,66.1028,63.2989,64.5288,59.3409,53.6859,,,,
EWSR1,84.333,86.5934,85.9609,88.4661,83.8842,87.4692,,,,
PERP,18.4497,17.5103,18.3888,17.3104,17.9517,19.0283,,,,
FAM192A,18.5639,18.8855,20.7204,20.0212,20.1383,19.8396,,,,
HMGA1,982.203,1023.91,1063.07,1063.38,1003.22,971.141,,,,
IMMP2L,3.34927,3.06038,3.75948,3.7996,3.85356,4.00967,,,,
SNORA69,0,3.53472,0,3.90512,0,0,,,,
CGB,0.132461,0.181351,0.118213,0.16151,0.118051,0.0824435,,,,
PSMD10,37.7872,39.1231,41.1167,42.5126,43.987,42.9122,,,,
CHAF1B,6.84377,7.70341,6.92032,7.33458,7.74756,7.37648,,,,
UBE2Q2,12.0864,13.0596,12.9825,11.8415,13.2858,13.6123,,,,
CA4,0.0174722,0,0,0,0,0,,,,
RIOK2,12.7072,12.3139,12.2445,9.26378,10.1645,10.4671,,,,
RFC4,25.409,25.4767,24.5162,29.1437,30.5952,30.0261,,,,
CIDEC,0.0333818,0.0239246,0.036392,0.0264317,0.0258667,0.0109595,,,,
TTTY6,0,0,0,0,0,0,,,,
ASZ1,0,0,0,0,0,0,,,,
MGAM,0.039541,0.0293876,0.0272976,0.040352,0.0367684,0.0398321,,,,
ACTR2,71.3995,68.0611,65.1595,67.8344,78.9402,81.6749,,,,
ABHD17C,17.5686,16.0463,17.4332,23.0379,22.8764,23.9426,,,,
LOC101929412,0.00860448,0,0.00937927,0.00908376,0,0.0113059,,,,
ZFYVE19,13.2305,13.5096,15.8473,10.4513,8.94753,9.53639,,,,
TOMM20,35.5974,35.0323,37.3924,74.3469,77.0434,77.8767,,,,
DZANK1,0.768787,0.749034,0.739423,0.896484,0.996783,0.812081,,,,
MRPL24,82.7881,85.472,90.2923,69.6115,69.8852,69.5276,,,,
LMAN1,48.1305,45.2727,44.3097,43.0873,49.4994,51.1841,,,,
LOC441204,0.0697177,0.06662,0.101327,0.19627,0.168075,0.152676,,,,
CYP39A1,1.39143,1.44227,1.42414,0.866771,0.970583,0.886155,,,,
PSMC1,105.571,108.643,116.372,127.773,127.945,122.682,,,,
NOL3,12.4828,13.1383,13.3142,13.8127,13.2416,12.8023,,,,
LOC101927839,0,0,0,0,0,0,,,,
EVX2,0,0,0,0,0.0121246,0,,,,
LOC101927023,0,0,0,0,0,0,,,,
HENMT1,0.244144,0.243901,0.18145,0.23836,0.240783,0.219516,,,,
LINC00528,0,0,0,0.0264001,0.00861248,0,,,,
MIR3180-2,0,0,0,0,0,0,,,,
USP10,26.1979,26.8329,25.8189,24.9942,25.1789,25.0128,,,,
RAB41,0,0,0,0,0,0,,,,
POLR1E,18.982,19.8473,19.0679,18.078,19.538,19.8039,,,,
CYP2C18,0.0306265,0.00731575,0,0.024249,0.00791009,0,,,,
USH1G,0,0,0,0,0,0,,,,
ACAT2,54.3664,55.4684,54.7797,47.1661,45.1305,46.038,,,,
CHKB,9.92269,8.72725,9.52977,12.6468,10.1043,11.7019,,,,
BMPR1A,6.49677,6.32407,6.45217,6.27707,7.32429,7.18758,,,,
EXOSC2,19.6007,20.6278,20.1433,17.6987,17.6865,16.845,,,,
LOC101928812,0,0,0,0,0,0,,,,
SMOX,14.8178,15.076,16.3994,13.8254,13.6405,13.72,,,,
ALG1,4.41929,5.04171,4.86764,4.88769,4.47924,4.71928,,,,
CRNKL1,9.61086,9.75741,10.5091,10.0689,10.9025,10.7603,,,,
MRPL20,55.551,57.9824,63.502,58.3133,55.1854,55.4255,,,,
SCNN1G,0.00502628,0,0,0,0,0,,,,
LOC389641,2.43081,2.30935,2.33255,2.05594,2.05576,2.19508,,,,
KAZALD1,1.29101,1.40499,1.47762,1.96109,2.14161,1.94135,,,,
CPXCR1,0,0,0,0,0,0,,,,
FBXO34,19.2071,19.5766,19.4627,16.9198,17.2665,17.8907,,,,
MAU2,10.7805,10.533,10.0393,10.3809,10.3032,10.3045,,,,
C16orf58,21.6641,23.1557,22.8258,20.0689,19.4017,19.8391,,,,
MIR3064,0,0,0,0,0,0,,,,
OR10A3,0,0,0,0,0,0,,,,
OR8K1,0,0,0,0,0,0,,,,
KLF5,9.22686,7.90126,8.27088,8.26496,8.34399,9.65195,,,,
GABRA6,0,0,0,0,0,0,,,,
LINC00664,0.0651988,0.0623019,0.0710696,0.0983292,0.101045,0.0550723,,,,
RNPEP,36.6182,37.6145,40.3693,37.3078,35.2843,34.7653,,,,
RRN3P2,1.49981,1.5343,1.46664,1.22958,1.43181,1.67603,,,,
SBSPON,0,0,0,0,0,0,,,,
AKAP4,0,0,0,0,0,0,,,,
ENTPD8,0.101808,0.0332169,0.0268531,0.0866902,0.0628521,0.140268,,,,
SOD3,15.9831,16.146,17.777,15.5652,14.3541,14.0116,,,,
MRPL41,88.2705,96.6543,107.667,109.378,102.827,100.76,,,,
APOC3,0,0,0,0,0,0,,,,
HES6,3.4101,3.18252,3.51484,3.90826,3.44132,4.0729,,,,
HDHD1,26.699,27.9072,28.3221,23.9254,24.0496,24.1721,,,,
DCUN1D4,12.719,11.999,12.2526,10.7488,11.1766,12.1948,,,,
C1orf159,5.32939,5.51768,5.44798,7.19165,6.35346,6.77335,,,,
STAG3L5P,1.44817,1.79764,1.18839,1.80963,2.06851,1.97245,,,,
HAGHL,5.7308,5.54534,6.40445,6.18357,5.29796,5.23413,,,,
LOC652276,2.35954,2.40291,2.01803,1.91613,1.93325,2.15505,,,,
RAB20,6.74814,6.59404,7.38349,6.68129,6.9328,6.81286,,,,
RPL18,623.996,671.147,762.582,687.26,647.477,645.06,,,,
ZNF726,0.180814,0.196478,0.153981,0.254941,0.233522,0.202109,,,,
NIPSNAP3B,0.41232,0.342831,0.379404,0.429634,0.381749,0.415122,,,,
SAV1,26.802,26.9073,26.5014,24.306,25.1864,26.0503,,,,
DUOXA2,0,0,0,0,0,0,,,,
DSG2,41.7972,43.4689,39.0645,34.249,38.7567,38.5314,,,,
POFUT2,17.1189,17.1574,16.9587,24.5726,22.8492,23.0051,,,,
MIR636,0,17.1958,19.6157,0,0,0,,,,
MYPN,0.285974,0.414715,0.33713,0.160709,0.187386,0.169554,,,,
TM6SF1,0.0102819,0,0,0,0,0,,,,
PSTK,2.37322,2.51038,2.8396,2.69187,2.57747,2.84273,,,,
C1QTNF3-AMACR,0.238088,0.39159,6.32E-05,0.387587,0.315065,0.276812,,,,
TRIM23,6.34017,6.67169,6.39496,6.5884,6.37975,6.62562,,,,
MIR8075,0,0,0,0,0,0,,,,
LOC100129697,0,0,0,0,0,0,,,,
GMFG,0.588289,1.44051,1.28252,1.04804,1.0257,1.06285,,,,
KIAA1191,59.3631,58.9629,60.4097,58.6284,58.592,58.1202,,,,
NSRP1,20.3247,20.7947,19.5278,19.1462,19.9576,20.1944,,,,
HELZ2,9.76033,9.89692,8.84135,10.1834,9.36875,9.37079,,,,
TACR1,0.00723979,0.00345906,0.0120248,0.0114577,0.0112103,0.00475637,,,,
BAX,92.355,88.6124,96.7703,107.453,105.314,108.298,,,,
LOC101928303,0,0,0,0,0,0,,,,
LUC7L2,18.7412,19.5075,16.7689,25.9336,25.2918,26.2238,,,,
CFP,19.9607,20.8415,23.1861,22.5414,21.4227,21.194,,,,
LOC101928414,0,0,0,0,0,0,,,,
BSCL2,4.87981,6.21235,6.83268,3.78733,3.17333,2.5774,,,,
C19orf35,0.00175058,0.00501839,0,0,0.0018087,0.00460035,,,,
WEE2,0,0.0110801,0,0.00612059,0,0.0152357,,,,
LINC00208,0,0,0,0,0,0,,,,
MIR6126,0,0,0,0,0,0,,,,
C16orf59,3.46995,3.68296,3.55394,4.0689,3.75359,4.03916,,,,
MIR4652,0,0,0,0,0,0,,,,
DMGDH,0.0604485,0.05556,0.0364879,0.0294474,0.0155767,0.0366516,,,,
LENG9,1.26833,1.6098,1.54084,1.32876,1.28043,1.25943,,,,
SNORD116-11,0,0,0,0,0,0,,,,
MTOR-AS1,0,0,0,0,0,0.0435678,,,,
SLC52A2,44.4131,45.7835,47.8376,48.8955,46.4147,44.6367,,,,
CCL3,0.0561829,0.0268433,0.122484,0.23725,0.0967471,0.0369108,,,,
EIF3E,276.079,276.664,306.399,264.895,279.886,276.924,,,,
LPL,0.172944,0.223324,0.270037,0.20725,0.21732,0.19039,,,,
SIGLEC9,0.0118769,0,0,0.0115606,0,0,,,,
OR4C46,0,0,0,0,0,0,,,,
CEACAM18,0,0,0,0,0,0,,,,
GSDMA,0,0.00807933,0,0,0,0,,,,
UCP1,0,0,0,0,0,0,,,,
LINC00479,0,0.00865894,0,0,0,0,,,,
MIR4741,0,0,2.81E-64,0,0,0,,,,
PRR5L,3.82151,4.0587,3.84906,4.86991,4.94232,4.75499,,,,
UNQ6494,0,0,0,0,0,0,,,,
TSPYL6,0,0,0,0,0,0,,,,
PCF11,9.23765,8.61935,8.49028,6.90156,7.34181,7.38941,,,,
KHDC1L,0.581227,0.370268,0.506851,0.368161,0.200175,0.305482,,,,
SF3B3,14.1173,14.6707,14.1822,14.0737,14.4211,13.9843,,,,
ASIC1,1.8765,1.80039,1.52538,1.53846,1.30299,1.64566,,,,
LINC00619,0,0,0,0.0382228,0.018704,0,,,,
HIBCH,7.94357,8.27172,7.94252,7.86537,7.59046,7.62293,,,,
SCGB1C1,0,0,0,0,0,0,,,,
MIR548I4,0,0,0,0,0,0,,,,
SMAD2,5.7383,5.50442,5.8885,5.43223,5.43603,5.62095,,,,
IL9,0,0,0,0,0,0,,,,
RNF103,16.368,15.9418,17.1629,17.2846,17.445,17.6175,,,,
ENTPD1,0.00814924,0.0103834,0.00345341,0.00932025,0.00280547,0.00713773,,,,
MIR4536-1,0,0,0,0,0,0,,,,
VRK3,19.3125,20.6556,21.242,18.8852,18.4336,18.1662,,,,
AQP4,0,0.00321493,0.00366736,0.00355182,0,0,,,,
ROR1-AS1,0.144973,0.0584982,0.0810301,0.100488,0.107382,0.0229822,,,,
NOS2,0.024826,0.0158153,0.0135307,0.0131044,0.0171002,0.0054367,,,,
LGALS16,0,0,0,0,0,0,,,,
SERTAD3,19.8196,18.8872,20.7595,20.7462,18.3281,18.9283,,,,
TLR7,0.013832,0.00330436,0.0188469,0.0109519,0.00357281,0,,,,
CNTN4,0,0,0,0,0.0045962,0,,,,
MIRLET7D,47.3948,0,0,100.07,0,0,,,,
LMAN1L,0,0,0.0117961,0.0228489,0,0.0142192,,,,
OR51B5,0.113848,0.0776305,0.0289274,0.171531,0,0.0358244,,,,
CHD8,11.9237,12.1231,10.7397,11.9602,11.8753,11.7167,,,,
ARSE,2.30743,2.49836,2.17727,2.40497,2.20755,2.50607,,,,
MIR6778,0,0,0,0,0,0,,,,
GNAI3,38.377,39.4486,40.4436,37.0133,39.6543,39.9513,,,,
SCARNA15,0,4.26048,14.5802,0,0,0,,,,
CELSR1,1.35545,1.36593,1.4146,1.39659,1.45626,1.47963,,,,
TMEM106B,6.54145,6.40887,6.63916,7.12805,7.80184,8.46587,,,,
MRGPRG-AS1,0,0,0,0,0,0,,,,
A3GALT2,0,0.0193761,0,0.0214065,0.0209503,0.0266431,,,,
TM4SF5,0,0,0,0,0,0,,,,
TMEM30A,53.2755,51.2228,52.8049,55.3518,59.899,63.4996,,,,
NUDT13,0.494537,0.564123,0.590768,0.545067,0.564831,0.448537,,,,
CTD-2258A20.5,0,0.0572822,0.0653435,0,0.0619359,0.0787657,,,,
CRIP2,12.1223,11.8643,13.3699,14.6299,13.2499,11.9455,,,,
ARHGAP12,16.0353,14.933,15.6531,15.5583,16.0223,16.9662,,,,
ARID4B,8.23168,8.01799,7.46074,7.96312,8.81136,8.7863,,,,
SLC7A11,16.4051,14.2927,13.5715,13.6251,14.9645,15.7966,,,,
MID1IP1,64.7581,68.0126,74.2022,59.8111,59.3283,57.6065,,,,
EXO1,5.99347,6.22607,5.03557,4.86871,5.67547,5.34391,,,,
ACHE,0.243243,0.259567,0.2829,0.396483,0.273785,0.421686,,,,
MXRA5,0,0.0016496,0,0,0,0,,,,
ZP1,0,0.0089582,0,0,0,0,,,,
LINC01192,0,0,0,0,0,0,,,,
MIR936,0,0,0,0,0,0,,,,
OR8A1,0,0,0,0,0,0,,,,
CYP17A1,0.00994971,0,0,0,0,0,,,,
EPHX2,0.296018,0.416084,0.237319,0.308937,0.287927,0.29745,,,,
MIR3129,0,0,0,0,0,0,,,,
LPPR1,0,0.00747463,0.00852653,0,0,0,,,,
MAPK1IP1L,17.4472,17.7121,17.2996,20.3378,21.3776,21.6025,,,,
CLK4,9.18687,8.35935,9.22208,9.49354,9.43242,10.0671,,,,
CLVS1,0,0.00481319,0.00549055,0.00531756,0.0260211,0.0132367,,,,
CCDC15,2.02455,2.16838,1.94017,1.95723,2.35613,2.12931,,,,
UBLCP1,16.3268,15.3843,15.7333,24.3994,26.3752,26.9352,,,,
GNGT2,0.113165,0.067183,0.153278,0.0494815,0.12107,0.153968,,,,
IPW,0,0,0,0,0,0,,,,
SAP130,6.86958,7.23807,6.47701,7.50786,6.95784,7.3111,,,,
FAM127B,57.1095,58.8242,59.7852,83.7014,76.4002,75.4345,,,,
CTSH,12.468,13.7698,15.2207,13.8322,14.7279,14.0007,,,,
ARMC3,0,0,0,0,0,0,,,,
KIAA0430,8.01462,7.75069,7.35981,7.56503,7.80443,7.81355,,,,
FBP2,0,0.013833,0,0,0.0299136,0.038042,,,,
FRMD1,0.0185835,0.0236774,0.0540203,0.0392384,0.0448027,0.0488371,,,,
MIR337,0,0,0,0,0,0,,,,
ZNF518A,4.07146,3.37112,3.27146,3.01763,3.46754,3.45124,,,,
ZSCAN2,1.54915,2.14406,1.41021,1.5725,1.73355,1.71185,,,,
MIR3607,0,0,0,0,0,0,,,,
PCDHA9,0.00539769,0.00203761,8.59E-94,0.00516322,0.00552726,2.77E-36,,,,
NDUFS6,99.3689,100.61,115.404,104.417,103.52,107.105,,,,
DMRT2,0.0534522,0.0322671,0.0552124,0.064495,0.0313341,0.0665536,,,,
CLDN11,0.551593,0.53241,0.451971,0.416359,0.227605,0.361725,,,,
PDZD2,1.09539,1.12277,0.92115,1.32903,1.36947,1.52295,,,,
COL9A2,5.70677,5.56167,5.99381,4.34041,4.02638,3.86935,,,,
LMBR1,10.9286,10.1611,9.45539,10.8025,11.4484,11.6158,,,,
LNX2,2.17585,2.29672,2.18737,1.57697,1.78694,1.93908,,,,
ZER1,11.788,11.7377,10.7928,12.165,10.9863,11.2081,,,,
CCDC19,1.18784,1.2645,1.5901,1.188,1.32416,1.15003,,,,
ATP6V1D,50.56,51.3888,53.7028,54.3268,56.5901,54.7267,,,,
MLEC,33.3733,33.5123,30.7402,41.8789,45.9185,45.1536,,,,
LOC100506422,0.689108,0.71087,0.597513,0.529086,0.618943,0.524753,,,,
C8orf12,0.0163017,0,0,0,0,0,,,,
LRRC37B,2.58612,2.567,2.68255,2.4984,2.58357,2.73565,,,,
C12orf36,0.121544,0.126702,0.150555,0.163308,0.15412,0.137925,,,,
CDKN1B,18.6407,18.9189,19.8829,19.0527,20.3008,21.5158,,,,
DEFA6,0,0,0,0,0,0,,,,
SRRM4,0,0,0,0,0,0,,,,
PCYT1B,0,0,0,0,0,0,,,,
ZFYVE9,10.6689,10.5665,10.1333,8.41587,8.4445,8.93123,,,,
TBATA,0,0,0,0,0,0,,,,
FAM189A2,0.261258,0.474337,0.484133,0.39533,0.341915,0.469151,,,,
LMO4,9.69751,9.39437,9.9428,8.60476,8.46739,8.44314,,,,
ZNF679,0.0212912,0.0193764,0.0243136,0.00963307,0.036035,0.0191833,,,,
BAIAP3,2.63152,2.2904,2.68276,2.71811,1.89607,2.05792,,,,
MIR4291,0,0,0,0,0,0,,,,
GOLGA8DP,0.0478332,0.0350567,0.0503329,0.0362827,0.0505238,0.037321,,,,
AP5S1,5.34435,5.76027,5.08229,5.57213,5.96449,5.3062,,,,
LOC100506406,0,0,0,0,0,0,,,,
DPPA3,0.00996753,0,0,0.0105227,0,0,,,,
DHODH,3.35401,3.27621,3.19293,2.87201,2.8493,2.6442,,,,
MIR3186,0,0,0,0,0,0,,,,
NUTM2B,0.622885,0.653381,0.708888,0.817163,0.825792,0.932492,,,,
C18orf25,8.52799,8.63713,8.30852,9.10356,10.1194,10.1203,,,,
MIR3919,0,0,0,0,0,0,,,,
ATP6V1H,19.1264,18.5776,19.9212,19.7143,19.5572,19.2099,,,,
PPP1R14B,176.802,190.447,206.535,180.223,175.929,172.411,,,,
LOC100129213,0,0,0,0,0,0,,,,
TTTY21,0,0,0,0,0,0,,,,
EPRS,68.9703,67.6045,67.9482,55.6436,57.9671,56.9694,,,,
GLIPR1,14.6012,14.4054,14.6193,15.9102,16.6292,17.3578,,,,
ARHGAP19,6.51454,6.94695,6.40085,4.64451,5.1398,5.3024,,,,
C1orf146,0,0,0,0,0,0,,,,
LOC100130899,0.00409669,0,0,0,0,0,,,,
CYSTM1,36.693,36.1648,41.87,28.4626,28.1842,29.2556,,,,
RSAD2,0.73095,0.851563,0.673979,0.570821,0.558655,0.717036,,,,
SORL1,4.14818,4.15039,3.6254,3.71724,4.10646,4.29942,,,,
TPRKB,32.3023,30.8381,31.7693,29.8389,35.6646,34.6251,,,,
MIR6796,0,0,0,0,0,0,,,,
C6orf52,38.0214,41.1684,49.0772,36.7733,34.5143,33.4614,,,,
LINC01013,0,0,0,0,0,0,,,,
PKD1,6.65496,6.4324,5.60146,6.39912,6.11225,5.74464,,,,
MIR367,0,0,0,0,0,0,,,,
SRPK1,93.7543,89.9949,89.3819,94.6415,98.7616,100.497,,,,
LRRC73,0.224459,0.250303,0.224403,0.296236,0.3286,0.248477,,,,
JMJD1C,15.4865,14.3929,13.1773,12.8011,14.4365,14.7424,,,,
TOR1AIP2,11.8275,10.8512,10.8874,10.2829,9.70202,9.96849,,,,
3-Sep,0.0438622,0.0559193,0.047842,0.0926518,0.0576441,0.14172,,,,
ACN9,4.23946,4.23912,4.6992,3.89963,4.19539,4.92408,,,,
SLC25A12,4.65494,4.65874,4.69564,3.8936,4.20304,4.25537,,,,
DEFB110,0,0,0,0,0,0,,,,
MIR7111,0,0,0,0,0,0,,,,
TFPI,48.0628,46.3838,49.1452,47.8895,46.8569,48.3051,,,,
DYRK4,15.8394,17.5834,19.125,16.7724,17.966,17.0307,,,,
SPECC1L-ADORA2A,0.249106,0.00105526,0.0297578,0.171507,0.341215,0.857674,,,,
TMEM184A,1.52679,1.37428,1.29427,1.10526,1.01691,1.05322,,,,
NRN1L,0.310715,0.185569,0.211684,0.123008,0.120387,0.0510331,,,,
OR2AG2,0.0667179,0.0743791,0.0848465,0.0939123,0.0229777,0.102275,,,,
MIR1469,0,0,0,0,0,0,,,,
GNGT1,0,0,0,0,0,0,,,,
NDC80,27.4974,27.9292,27.9219,26.8777,28.5364,27.0078,,,,
CD83,8.96205,8.53148,9.34424,8.51636,8.5031,8.52833,,,,
FAM131B,0.008135,0.0194419,0.00886753,0.0171809,0.0126095,0.0160358,,,,
